"사이트 아이디","ASP 아이디","강의 아이디","강의 구분","강의 명","수강신청 시작 일자","수강신청 종료 일자","강의 시작 일자","강의 종료 일자","강의대상","정원","수강신청 URL","등록 일자","수정 일자","교육기관 고유아이디","교육기관명","교육기관 자치구","교육기관 위도 좌표","교육기관 경도 좌표"
"lc1","ASP00001","ASP00001J405420240110414","오프라인","디지털인지코딩지도사 1회차","202401010000","202412310000","20240611","20240704","","15","https://gd.seoulwomanup.or.kr/gd/edu/selectEduProgram.do?sch_class_code=C100141549&returnUrl=%2Fgd%2Fedu%2FselectPageListThisMonth.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=2","20240605114500","20240605114500","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J405420240110415","오프라인","(오전)SCA커피바리스타 <스킬> 초급+중급 2회차","202401010000","202412310000","20240603","20240612","","15","https://gd.seoulwomanup.or.kr/gd/edu/selectEduProgram.do?sch_class_code=C100141787&returnUrl=%2Fgd%2Fedu%2FselectPageListThisMonth.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=1","20240605114500","20240605114500","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J405420240110416","오프라인","캘리그라피 3회차","202401010000","202412310000","20240613","20240801","","15","https://gd.seoulwomanup.or.kr/gd/edu/selectEduProgram.do?sch_class_code=C100141526&returnUrl=%2Fgd%2Fedu%2FselectPageListThisMonth.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=2","20240605114500","20240605114500","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J405420240110417","오프라인","타로심리상담사 3회차","202401010000","202412310000","20240612","20240807","","15","https://gd.seoulwomanup.or.kr/gd/edu/selectEduProgram.do?sch_class_code=C100141349&returnUrl=%2Fgd%2Fedu%2FselectPageListThisMonth.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=2","20240605114500","20240605114500","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J405420240110418","오프라인","(평일오전)디지털 출판편집디자인(포토샵, 일러스트, 인디자인, 포트폴리오) 2회차","202401010000","202412310000","20240624","20240902","","17","https://gd.seoulwomanup.or.kr/gd/edu/selectComorrow.do?sch_class_code=C100139039&returnUrl=%2Fgd%2Fedu%2FselectPageListComorrow.do&edust=&sch_course_code=38&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=2","20240605114500","20240605114500","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J405420240110419","오프라인","(평일오전)쇼핑몰(스마트스토어) 운영 및 마케팅 기초 5회차","202401010000","202412310000","20240603","20240617","","17","https://gd.seoulwomanup.or.kr/gd/edu/selectComorrow.do?sch_class_code=C100141891&returnUrl=%2Fgd%2Fedu%2FselectPageListComorrow.do&edust=&sch_course_code=38&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=1","20240605114500","20240605114500","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J405420240110420","오프라인","(평일오전)SNS 온라인마케팅(블로그, 인스타그램, 유투브)과정 7회차","202401010000","202412310000","20240618","20240701","","17","https://gd.seoulwomanup.or.kr/gd/edu/selectComorrow.do?sch_class_code=C100142200&returnUrl=%2Fgd%2Fedu%2FselectPageListComorrow.do&edust=&sch_course_code=38&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=2","20240605114500","20240605114500","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J405420240110421","오프라인","(월수금 오후)디지털비지니스 [카카오, 라인 이모티콘] 제작 6회차","202401010000","202412310000","20240612","20240703","","17","https://gd.seoulwomanup.or.kr/gd/edu/selectComorrow.do?sch_class_code=C100142201&returnUrl=%2Fgd%2Fedu%2FselectPageListComorrow.do&edust=&sch_course_code=38&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=2","20240605114500","20240605114500","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J405420240110422","오프라인","(평일오후)그래픽디자인 기초 GTQ(포토샵), GTQi(일러스트)자격증 취득 3회차","202401010000","202412310000","20240619","20240723","","17","https://gd.seoulwomanup.or.kr/gd/edu/selectComorrow.do?sch_class_code=C100141558&returnUrl=%2Fgd%2Fedu%2FselectPageListComorrow.do&edust=&sch_course_code=38&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=2","20240605114500","20240605114500","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J405420240110423","오프라인","(화목 오후) 미리캔버스를 활용한 광고디자인 2회차","202401270000","202412310000","20240618","20240716","","17","https://gd.seoulwomanup.or.kr/gd/edu/selectComorrow.do?sch_class_code=C100142127&returnUrl=%2Fgd%2Fedu%2FselectPageListComorrow.do&edust=&sch_course_code=38&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=2","20240605114500","20240605114500","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J405420240110424","오프라인","(평일오후)SCA커피바리스타 실무과정+자격증취득(파운,인터, 프로) 5회차","202401010000","202412310000","20240617","20240724","","15","https://gd.seoulwomanup.or.kr/gd/edu/selectComorrow.do?sch_class_code=C100139082&returnUrl=%2Fgd%2Fedu%2FselectPageListComorrow.do&edust=&sch_course_code=38&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=2","20240605114500","20240605114500","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J405420240110425","오프라인","(평일오전)SCA커피바리스타 실무과정+자격증취득(파운,인터, 프로) 6회차","202401010000","202412310000","20240618","20240725","","15","https://gd.seoulwomanup.or.kr/gd/edu/selectComorrow.do?sch_class_code=C100141057&returnUrl=%2Fgd%2Fedu%2FselectPageListComorrow.do&edust=&sch_course_code=38&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=2","20240605114500","20240605114500","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J405420240110426","오프라인","(월수금 오후)정리수납전문가 실무향상과정(2급) 6회차","202401010000","202412310000","20240612","20240626","","17","https://gd.seoulwomanup.or.kr/gd/edu/selectComorrow.do?sch_class_code=C100142126&returnUrl=%2Fgd%2Fedu%2FselectPageListComorrow.do&edust=&sch_course_code=38&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=1","20240605114500","20240605114500","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J405420240110427","오프라인","(화목 오후) 캘리그라피 입문+디자인(붓글씨, 손글씨) 4회차","202401010000","202412310000","20240613","20240711","","17","https://gd.seoulwomanup.or.kr/gd/edu/selectComorrow.do?sch_class_code=C100142149&returnUrl=%2Fgd%2Fedu%2FselectPageListComorrow.do&edust=&sch_course_code=38&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=1","20240605114500","20240605114500","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J405420240110428","오프라인","(과정평가형자격)직업상담사1급 자격증 취득 및 실무과정 1회차","202401010000","202412310000","20240703","20250117","","20","https://gd.seoulwomanup.or.kr/gd/edu/selectComorrow.do?sch_class_code=C100141353&returnUrl=%2Fgd%2Fedu%2FselectPageListComorrow.do&edust=&sch_course_code=38&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=1","20240605114500","20240605114500","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J405420240110429","오프라인","[전액지원] 노코드/로우코드를 활용한 웹/앱 개발자 과정","202401010000","202412310000","20240617","20250906","","20","https://gd.seoulwomanup.or.kr/gd/edu/selectNxndr.do?sch_class_code=C100141783&returnUrl=%2Fgd%2Fedu%2FselectPageListNxndr.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=1","20240605114500","20240605114500","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J405220240110430","오프라인","손글씨 캘리그라피입문과정","202405280000","202406190000","20240619","202400722","","18","https://songpa.seoulwomanup.or.kr/songpa/edu/selectEduProgram.do?sch_class_code=C100141839&returnUrl=%2Fsongpa%2Fedu%2FselectPageListEduProgram.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=%EC%BA%98%EB%A6%AC&currentPage=1","20240605114500","20240605114500","J4052","송파여성인력개발센터","송파구 ","37.4962217","127.118729"
"lc1","ASP00001","ASP00001J405220240110431","오프라인","구글애널리틱스(GA) 디지털마케팅","202405280000","202407230000","20240723","20240813","","20","https://songpa.seoulwomanup.or.kr/songpa/edu/selectEduProgram.do?sch_class_code=C100140881&returnUrl=%2Fsongpa%2Fedu%2FselectPageListEduProgram.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=%EA%B5%AC%EA%B8%80&currentPage=1","20240605114500","20240605114500","J4052","송파여성인력개발센터","송파구 ","37.4962217","127.118729"
"lc1","ASP00001","ASP00001J401520240110533","오프라인","[OA실무] 업무에 바로 적용하는 파워포인트","202406030900","202407032359","20240704","20240725","","20","https://50plus.or.kr/ssc/education-detail.do?id=38388543","20240605114500","20240605114500","J4015","서울시50플러스 남부캠퍼스","구로구","37.4887582","126.842754"
"lc1","ASP00001","ASP00001J405220240110432","오프라인","직업상담사2급 2차 실기","202405280000","202407170000","20240717","20240930","","18","https://songpa.seoulwomanup.or.kr/songpa/edu/selectEduProgram.do?sch_class_code=C100142957&returnUrl=%2Fsongpa%2Fedu%2FselectPageListEduProgram.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=%EC%A7%81%EC%97%85%EC%83%81%EB%8B%B4&currentPage=1","20240605114500","20240605114500","J4052","송파여성인력개발센터","송파구 ","37.4962217","127.118729"
"lc1","ASP00001","ASP00001J405220240110433","오프라인","전직지원 전문가과정","202405280000","202406220000","20240622","20240722","","16","https://songpa.seoulwomanup.or.kr/songpa/edu/selectEduProgram.do?sch_class_code=C100140883&returnUrl=%2Fsongpa%2Fedu%2FselectPageListEduProgram.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=%EC%A7%81%EC%97%85%EC%83%81%EB%8B%B4&currentPage=1","20240605114500","20240605114500","J4052","송파여성인력개발센터","송파구 ","37.4962217","127.118729"
"lc1","ASP00001","ASP00001J405220240110435","오프라인","블로그,인스타 온라인마케팅","202405280000","202408060000","20240806","20240903","","18","https://songpa.seoulwomanup.or.kr/songpa/edu/selectEduProgram.do?sch_class_code=C100141867&returnUrl=%2Fsongpa%2Fedu%2FselectPageListEduProgram.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=%EC%98%A8%EB%9D%BC%EC%9D%B8%EB%A7%88%EC%BC%80%ED%8C%85&currentPage=1","20240605114500","20240605114500","J4052","송파여성인력개발센터","송파구 ","37.4962217","127.118729"
"lc1","ASP00001","ASP00001J405220240110436","오프라인","퍼스널컬러, 나의 이미지 찾기","202405280000","202406200000","20240620","20240620","","12","https://songpa.seoulwomanup.or.kr/songpa/edu/selectEduProgram.do?sch_class_code=C100142968&returnUrl=%2Fsongpa%2Fedu%2FselectPageListEduProgram.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=%ED%8D%BC%EC%8A%A4%EB%84%90&currentPage=1","20240605114500","20240605114500","J4052","송파여성인력개발센터","송파구 ","37.4962217","127.118729"
"lc1","ASP00001","ASP00001J405220240110437","오프라인","인사노무관리(근로기준법 총론)","202405280000","202406250000","20240626","20240718","","18","https://songpa.seoulwomanup.or.kr/songpa/edu/selectPageListEduProgram.do?sch_class_code=&returnUrl=%2Fsongpa%2Fedu%2FselectPageListEduProgram.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=%EC%9D%B8%EC%82%AC%EB%85%B8%EB%AC%B4&currentPage=1","20240605114500","20240605114500","J4052","송파여성인력개발센터","송파구 ","37.4962217","127.118729"
"lc1","ASP00001","ASP00001J405220240110438","오프라인","맞춤형화장품조제관리사 자격증취득과정","202405280000","202408190000","20240819","20241007","","18","https://songpa.seoulwomanup.or.kr/songpa/edu/selectEduProgram.do?sch_class_code=C100138168&returnUrl=%2Fsongpa%2Fedu%2FselectPageListEduProgram.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=%EB%A7%9E&currentPage=1","20240605114500","20240605114500","J4052","송파여성인력개발센터","송파구 ","37.4962217","127.118729"
"lc1","ASP00001","ASP00001J405220240110443","오프라인","실내식물관리사2급과정","202405220000","202406190000","20240619","20240710","","24","https://songpa.seoulwomanup.or.kr/songpa/edu/selectLifeCulture.do?sch_class_code=C100141807&returnUrl=%2Fsongpa%2Fedu%2FselectPageListLifeCulture.do&edust=&sch_course_code=08&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=1","20240605114500","20240605114500","J4052","송파여성인력개발센터","송파구 ","37.4962217","127.118729"
"lc1","ASP00001","ASP00001J405220240110444","오프라인","아이돌봄인력 양성교육(신규반)","202405010000","202408200000","20240820","20241002","","24","https://songpa.seoulwomanup.or.kr/songpa/edu/selectTomorrow.do?sch_class_code=C100141914&returnUrl=%2Fsongpa%2Fedu%2FselectPageListTomorrow.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=3","20240605114500","20240605114500","J4052","송파여성인력개발센터","송파구 ","37.4962217","127.118729"
"lc1","ASP00001","ASP00001J405220240110445","오프라인","파이썬&웹기반 빅데이터분석 전문가과정","202405200000","202406300000","20240704","20240829","","20","https://songpa.seoulwomanup.or.kr/songpa/edu/selectMoelSupport.do?sch_class_code=C100141569&returnUrl=%2Fsongpa%2Fedu%2FselectPageListMoelSupport.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=1","20240605114500","20240605114500","J4052","송파여성인력개발센터","송파구 ","37.4962217","127.118729"
"lc1","ASP00001","ASP00001J405220240110447","오프라인","포토샵기초과정","202405030000","202407020000","20240702","20240725","","18","https://songpa.seoulwomanup.or.kr/songpa/edu/selectEduProgram.do?sch_class_code=C100139752&returnUrl=%2Fsongpa%2Fedu%2FselectPageListEduProgram.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=%ED%8F%AC%ED%86%A0%EC%83%B5&currentPage=1","20240605114500","20240605114500","J4052","송파여성인력개발센터","송파구 ","37.4962217","127.118729"
"lc1","ASP00001","ASP00001J401520240110534","오프라인","쉽고 빠른 영상 편집 2 : 캡컷, 키네마스터 ","202406030900","202407082359","20240709","20240730","","20","https://50plus.or.kr/ssc/education-detail.do?id=38389219","20240605114500","20240605114500","J4015","서울시50플러스 남부캠퍼스","구로구","37.4887582","126.842754"
"lc1","ASP00001","ASP00001J405220240110448","오프라인","영상편집기초및 활용(프리미어 프로)","202404270000","202406270000","20240627","20240827","","18","https://songpa.seoulwomanup.or.kr/songpa/edu/selectEduProgram.do?sch_class_code=C100139546&returnUrl=%2Fsongpa%2Fedu%2FselectPageListEduProgram.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=%EC%98%81%EC%83%81%ED%8E%B8%EC%A7%91&currentPage=1","20240605114500","20240605114500","J4052","송파여성인력개발센터","송파구 ","37.4962217","127.118729"
"lc1","ASP00001","ASP00001J405220240110449","오프라인","해외구매대행실무","202405030000","202407220000","20240722","20240821","","18","https://songpa.seoulwomanup.or.kr/songpa/edu/selectEduProgram.do?sch_class_code=C100140458&returnUrl=%2Fsongpa%2Fedu%2FselectPageListEduProgram.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=%ED%95%B4%EC%99%B8%EA%B5%AC%EB%A7%A4&currentPage=1","20240605114500","20240605114500","J4052","송파여성인력개발센터","송파구 ","37.4962217","127.118729"
"lc1","ASP00001","ASP00001J405220240110450","오프라인","요양보호사 신규과정반","202406010000","202408190000","20240819","20241018","","40","https://songpa.seoulwomanup.or.kr/songpa/edu/selectCareWorker.do?sch_class_code=C100142974&returnUrl=%2Fsongpa%2Fedu%2FselectPageListCareWorker.do&edust=&sch_course_code=23&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=1","20240605114500","20240605114500","J4052","송파여성인력개발센터","송파구 ","37.4962217","127.118729"
"lc1","ASP00001","ASP00001J405220240110451","오프라인","요양보호사 사회복지사 주말반","202406010000","202407200000","20240720","20240831","","40","https://songpa.seoulwomanup.or.kr/songpa/edu/selectCareWorker.do?sch_class_code=C100142970&returnUrl=%2Fsongpa%2Fedu%2FselectPageListCareWorker.do&edust=&sch_course_code=23&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=1","20240605114500","20240605114500","J4052","송파여성인력개발센터","송파구 ","37.4962217","127.118729"
"lc1","ASP00001","ASP00001J405220240110452","오프라인","요양보호사 사회복지사 야간반","202406010000","202406240000","20240624","20240808","","40","https://songpa.seoulwomanup.or.kr/songpa/edu/selectCareWorker.do?sch_class_code=C100142969&returnUrl=%2Fsongpa%2Fedu%2FselectPageListCareWorker.do&edust=&sch_course_code=23&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=1","20240605114500","20240605114500","J4052","송파여성인력개발센터","송파구 ","37.4962217","127.118729"
"lc1","ASP00001","ASP00001J405220240110453","오프라인","요양보호사 간호조무사, 물리치료사, 작업치료사 야간반","202406010000","202407090000","20240709","20240828","","40","https://songpa.seoulwomanup.or.kr/songpa/edu/selectCareWorker.do?sch_class_code=C100142972&returnUrl=%2Fsongpa%2Fedu%2FselectPageListCareWorker.do&edust=&sch_course_code=23&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=1","20240605114500","20240605114500","J4052","송파여성인력개발센터","송파구 ","37.4962217","127.118729"
"lc1","ASP00001","ASP00001J405220240110454","오프라인","요양보호사 간호사 야간반","202406010000","202407090000","20240709","20240828","","40","https://songpa.seoulwomanup.or.kr/songpa/edu/selectCareWorker.do?sch_class_code=C100142971&returnUrl=%2Fsongpa%2Fedu%2FselectPageListCareWorker.do&edust=&sch_course_code=23&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=1","20240605114500","20240605114500","J4052","송파여성인력개발센터","송파구 ","37.4962217","127.118729"
"lc1","ASP00001","ASP00001J405220240110455","오프라인","장기요양기관 운영실무","202406010000","202408030000","20240803","20240824","","16","https://songpa.seoulwomanup.or.kr/songpa/edu/selectEduProgram.do?sch_class_code=C100142975&returnUrl=%2Fsongpa%2Fedu%2FselectPageListEduProgram.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=%EC%9E%A5%EA%B8%B0&currentPage=1","20240605114500","20240605114500","J4052","송파여성인력개발센터","송파구 ","37.4962217","127.118729"
"lc1","ASP00001","ASP00001J405220240110456","오프라인","이커머스 창업과정","202403040000","202406210000","20240624","20240823","","20","https://url.kr/6mb8qi","20240605114500","20240605114500","J4052","송파여성인력개발센터","송파구 ","37.4962217","127.118729"
"lc1","ASP00001","ASP00001J405220240110457","오프라인","세무경리사무원 양성과정","202402080000","202406240000","20240624","20240902","","20","https://url.kr/oi6blf","20240605114500","20240605114500","J4052","송파여성인력개발센터","송파구 ","37.4962217","127.118729"
"lc1","ASP00001","ASP00001J405220240110458","오프라인","커리어컨설턴트 양성과정 ","202405270000","202407120000","20240715","20240904","","20","https://songpa.seoulwomanup.or.kr/songpa/edu/selectEduProgram.do?sch_class_code=C100142925&returnUrl=%2Fsongpa%2Fedu%2FselectPageListEduProgram.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=%EC%BB%A4%EB%A6%AC%EC%96%B4%C2%A4tPage=1","20240605114500","20240605114500","J4052","송파여성인력개발센터","송파구 ","37.4962217","127.118729"
"lc1","ASP00001","ASP00001J404720240110711","오프라인","재봉틀로 만드는 의류","202406010000","202407050000","20240705","20240906","","2","https://tinyurl.com/27x8kjek","20240605114500","20240605114500","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J405220240110460","오프라인","컴퓨터활용능력2급(실기) 자격증취득과정","202405200000","202408070000","20240617","20240807","","18","https://songpa.seoulwomanup.or.kr/songpa/edu/selectEduProgram.do?sch_class_code=C100140705&returnUrl=%2Fsongpa%2Fedu%2FselectPageListEduProgram.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=%EC%BB%B4%ED%93%A8%ED%84%B0%ED%99%9C%EC%9A%A9&currentPage=1","20240605114500","20240605114500","J4052","송파여성인력개발센터","송파구 ","37.4962217","127.118729"
"lc1","ASP00001","ASP00001J405320240110464","오프라인","꽃차소믈리에(입문)","202405220900","202406261000","20240626","20240724","","10","https://sd.seoulwomanup.or.kr/sd/edu/selectEduProgram.do?sch_class_code=C100142730&returnUrl=%2Fsd%2Fedu%2FselectPageListEduProgram.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=2","20240605114500","20240605114500","J4053","성동여성인력개발센터","성동구  ","37.5438555","127.061276"
"lc1","ASP00001","ASP00001J405120240110472","오프라인","누구나 작가가 될 수 있다! 6주 완성, 책 만들기","202404010900","202406251900","20240625","20240806","","15","https://url.kr/3bgxnt","20240605114500","20240605114500","J4051","서초여성인력개발센터","서초구  ","37.4834988","127.035562"
"lc1","ASP00001","ASP00001J405320240110474","오프라인","한글,엑셀(문서작성입문)","202403250900","202406201000","20240620","20240725","","15","https://sd.seoulwomanup.or.kr/sd/edu/selectEduProgram.do?sch_class_code=C100141906&returnUrl=%2Fsd%2Fedu%2FselectPageListEduProgram.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=2","20240605114500","20240605114500","J4053","성동여성인력개발센터","성동구  ","37.5438555","127.061276"
"lc1","ASP00001","ASP00001J405320240110475","오프라인","전산회계1급자격취득","202405160900","202406210930","20240621","20240802","","15","https://sd.seoulwomanup.or.kr/sd/edu/selectEduProgram.do?sch_class_code=C100142314&returnUrl=%2Fsd%2Fedu%2FselectPageListEduProgram.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=2","20240605114500","20240605114500","J4053","성동여성인력개발센터","성동구  ","37.5438555","127.061276"
"lc1","ASP00001","ASP00001J405320240110477","오프라인","AI활용 숏폼 콘텐츠 제작","202405100900","202406251900","20240525","20240709","","15","https://sd.seoulwomanup.or.kr/sd/edu/selectEduProgram.do?sch_class_code=C100138493&returnUrl=%2Fsd%2Fedu%2FselectPageListEduProgram.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=2","20240605114500","20240605114500","J4053","성동여성인력개발센터","성동구  ","37.5438555","127.061276"
