"사이트 아이디","ASP 아이디","강의 아이디","강의 구분","강의 명","수강신청 시작 일자","수강신청 종료 일자","강의 시작 일자","강의 종료 일자","강의대상","정원","수강신청 URL","등록 일자","수정 일자","교육기관 고유아이디","교육기관명","교육기관 자치구","교육기관 위도 좌표","교육기관 경도 좌표"
"lc1","ASP00001","ASP00001J404220240110335","오프라인","산모와 신생아 건강관리사(경력자&자격증소지자)","202405210900","202407081800","20240715","20240726","","15","https://gangbuk.seoulwomanup.or.kr/gangbuk/main/main.do","20240605114500","20240605114500","J4042","강북여성인력개발센터","강북구 ","37.6346156","127.025616"
"lc1","ASP00001","ASP00001J405120240110337","오프라인","정리수납전문가2급 자격증 취득","202405011500","202406192400","20240619","20240627","","24","https://url.kr/k5h4yi","20240605114500","20240605114500","J4051","서초여성인력개발센터","서초구  ","37.4834988","127.035562"
"lc1","ASP00001","ASP00001J405120240110338","오프라인","국제무역사1급 자격증 취득","202405010900","202406210900","20240621","20240807","","24","https://url.kr/2gcsfj","20240605114500","20240605114500","J4051","서초여성인력개발센터","서초구  ","37.4834988","127.035562"
"lc1","ASP00001","ASP00001J405120240110343","오프라인","청소년상담사3급 자격증(필기시험대비)","202404010900","202407062400","20240706","20240907","","20","https://url.kr/bp9ges","20240605114500","20240605114500","J4051","서초여성인력개발센터","서초구  ","37.4834988","127.035562"
"lc1","ASP00001","ASP00001J405120240110347","오프라인","정리수납전문가2급 자격증취득","202404190800","202407202400","20240720","20240817","","24","https://url.kr/qe7sa2","20240605114500","20240605114500","J4051","서초여성인력개발센터","서초구  ","37.4834988","127.035562"
"lc1","ASP00001","ASP00001J405120240110350","오프라인","일식조리기능사 자격 취득과정","202406010000","202406240000","20240624","20240722","","12","https://url.kr/kcwxjl","20240605114500","20240605114500","J4051","서초여성인력개발센터","서초구  ","37.4834988","127.035562"
"lc1","ASP00001","ASP00001J405120240110352","오프라인","쉽게 배우는 파워포인트 기초","202404190800","202407012400","20240701","20240724","","20","https://url.kr/emk32g","20240605114500","20240605114500","J4051","서초여성인력개발센터","서초구  ","37.4834988","127.035562"
"lc1","ASP00001","ASP00001J405120240110353","오프라인","쉽게 배우는 엑셀 기초","202404190800","202407022400","20240702","20240712","","20","https://url.kr/236hn1","20240605114500","20240605114500","J4051","서초여성인력개발센터","서초구  ","37.4834988","127.035562"
"lc1","ASP00001","ASP00001J405120240110354","오프라인","비즈니스 엑셀 실무(심화)","202404190800","202407022400","20240702","20240801","","20","https://url.kr/vph89f","20240605114500","20240605114500","J4051","서초여성인력개발센터","서초구  ","37.4834988","127.035562"
"lc1","ASP00001","ASP00001J405120240110355","오프라인","회사에서 인정받는 보고서 작성 실무","202404190800","202407132400","20240713","20240810","","24","https://url.kr/63rdo1","20240605114500","20240605114500","J4051","서초여성인력개발센터","서초구  ","37.4834988","127.035562"
"lc1","ASP00001","ASP00001J405120240110359","오프라인","해외 구매대행 실무","202403240900","202407012400","20240701","20240716","","24","https://url.kr/bk1a2n","20240605114500","20240605114500","J4051","서초여성인력개발센터","서초구  ","37.4834988","127.035562"
"lc1","ASP00001","ASP00001J404720240110709","오프라인","정리수납 컨설턴트","202406010000","202407020000","20240702","20240806","","20","https://tinyurl.com/2a4grfez","20240605114500","20240605114500","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J403420240110366","오프라인","기초OA 엑셀실무과정(기초부터 실무까지)","202406030900","202407201330","20240708","20240909","","20","https://seobu.seoulwomanup.or.kr/seobu/edu/selectRealEduProgram.do?sch_class_code=C100142924&returnUrl=%2Fseobu%2Fedu%2FselectPageListRealEduProgram.do&edust=&sch_course_code=07&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_t","20240605114500","20240605114500","J4034","서부여성발전센터","양천구 ","37.5342318","126.829963"
"lc1","ASP00001","ASP00001J403420240110367","오프라인","일러스트 기초 5주 완성","202406030900","202407131330","20240709","20240812","","20","https://seobu.seoulwomanup.or.kr/seobu/edu/selectRealEduProgram.do?sch_class_code=C100142962&returnUrl=%2Fseobu%2Fedu%2FselectPageListRealEduProgram.do&edust=&sch_course_code=07&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_t","20240605114500","20240605114500","J4034","서부여성발전센터","양천구 ","37.5342318","126.829963"
"lc1","ASP00001","ASP00001J403420240110368","오프라인","포토샵 기초 5주 완성","202406030900","202408171330","20240813","20240919","","20","https://seobu.seoulwomanup.or.kr/seobu/edu/selectRealEduProgram.do?sch_class_code=C100142773&returnUrl=%2Fseobu%2Fedu%2FselectPageListRealEduProgram.do&edust=&sch_course_code=07&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_t","20240605114500","20240605114500","J4034","서부여성발전센터","양천구 ","37.5342318","126.829963"
"lc1","ASP00001","ASP00001J403420240110369","오프라인","퇴근 후 쉽게 하는 블로그 자동 수익 만들기","202406030900","202407291330","20240730","20240826","","18","https://seobu.seoulwomanup.or.kr/seobu/edu/selectRealEduProgram.do?sch_class_code=C100142921&returnUrl=%2Fseobu%2Fedu%2FselectPageListRealEduProgram.do&edust=&sch_course_code=07&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_t","20240605114500","20240605114500","J4034","서부여성발전센터","양천구 ","37.5342318","126.829963"
"lc1","ASP00001","ASP00001J403420240110370","오프라인","SNS 인플루언서 입문 6주 완성반","202406030900","202408021330","20240803","20240913","","18","https://seobu.seoulwomanup.or.kr/seobu/edu/selectRealEduProgram.do?sch_class_code=C100142922&returnUrl=%2Fseobu%2Fedu%2FselectPageListRealEduProgram.do&edust=&sch_course_code=07&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_t","20240605114500","20240605114500","J4034","서부여성발전센터","양천구 ","37.5342318","126.829963"
"lc1","ASP00001","ASP00001J403420240110371","오프라인","[비대면]도전 작사가 첫걸음(작사입문클래스)","202406030900","202407241330","20240718","20240918","","20","https://seobu.seoulwomanup.or.kr/seobu/edu/selectRealEduProgram.do?sch_class_code=C100142809&returnUrl=%2Fseobu%2Fedu%2FselectPageListRealEduProgram.do&edust=&sch_course_code=07&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_t","20240605114500","20240605114500","J4034","서부여성발전센터","양천구 ","37.5342318","126.829963"
"lc1","ASP00001","ASP00001J403420240110372","오프라인","[비대면]도전 바로 쓰는 글쓰기(기초부터 스토리텔링까지)","202406030900","202407291330","20240730","20240826","","15","https://seobu.seoulwomanup.or.kr/seobu/edu/selectRealEduProgram.do?sch_class_code=C100142811&returnUrl=%2Fseobu%2Fedu%2FselectPageListRealEduProgram.do&edust=&sch_course_code=07&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_t","20240605114500","20240605114500","J4034","서부여성발전센터","양천구 ","37.5342318","126.829963"
"lc1","ASP00001","ASP00001J403420240110373","오프라인","[비대면]도전 웹소설 작가 데뷔입문","202406030900","202407251330","20240719","20240912","","15","https://seobu.seoulwomanup.or.kr/seobu/edu/selectRealEduProgram.do?sch_class_code=C100142813&returnUrl=%2Fseobu%2Fedu%2FselectPageListRealEduProgram.do&edust=&sch_course_code=07&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_t","20240605114500","20240605114500","J4034","서부여성발전센터","양천구 ","37.5342318","126.829963"
"lc1","ASP00001","ASP00001J403420240110374","오프라인","초보자도 따라 하는 근육 근막이완테크닉","202406030900","202407181800","20240712","20240905","","12","https://seobu.seoulwomanup.or.kr/seobu/edu/selectRealEduProgram.do?sch_class_code=C100142856&returnUrl=%2Fseobu%2Fedu%2FselectPageListRealEduProgram.do&edust=&sch_course_code=07&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_t","20240605114500","20240605114500","J4034","서부여성발전센터","양천구 ","37.5342318","126.829963"
"lc1","ASP00001","ASP00001J403420240110375","오프라인","미싱기초 파자마 레깅스 바지","202406030900","202407201330","20240709","20240916","","23","https://seobu.seoulwomanup.or.kr/seobu/edu/selectRealEduProgram.do?sch_class_code=C100142940&returnUrl=%2Fseobu%2Fedu%2FselectPageListRealEduProgram.do&edust=&sch_course_code=08&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_t","20240605114500","20240605114500","J4034","서부여성발전센터","양천구 ","37.5342318","126.829963"
"lc1","ASP00001","ASP00001J403420240110376","오프라인","처음하는 미싱 스커트 잠옷","202406030900","202407201330","20240712","20240919","","23","https://seobu.seoulwomanup.or.kr/seobu/edu/selectRealEduProgram.do?sch_class_code=C100142941&returnUrl=%2Fseobu%2Fedu%2FselectPageListRealEduProgram.do&edust=&sch_course_code=08&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_t","20240605114500","20240605114500","J4034","서부여성발전센터","양천구 ","37.5342318","126.829963"
"lc1","ASP00001","ASP00001J403420240110377","오프라인","노인운동지도자 1급","202406030900","202407201330","20240708","20240915","","20","https://seobu.seoulwomanup.or.kr/seobu/edu/selectRealEduProgram.do?sch_class_code=C100142853&returnUrl=%2Fseobu%2Fedu%2FselectPageListRealEduProgram.do&edust=&sch_course_code=07&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_t","20240605114500","20240605114500","J4034","서부여성발전센터","양천구 ","37.5342318","126.829963"
"lc1","ASP00001","ASP00001J403420240110378","오프라인","운동처방사 2급","202406030900","202407201330","20240710","20240917","","12","https://seobu.seoulwomanup.or.kr/seobu/edu/selectRealEduProgram.do?sch_class_code=C100142855&returnUrl=%2Fseobu%2Fedu%2FselectPageListRealEduProgram.do&edust=&sch_course_code=07&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_t","20240605114500","20240605114500","J4034","서부여성발전센터","양천구 ","37.5342318","126.829963"
"lc1","ASP00001","ASP00001J403420240110379","오프라인","내 옷 만들기 팬츠 티셔츠 원피스","202406030900","202407201330","20240713","20240920","","23","https://seobu.seoulwomanup.or.kr/seobu/edu/selectRealEduProgram.do?sch_class_code=C100142942&returnUrl=%2Fseobu%2Fedu%2FselectPageListRealEduProgram.do&edust=&sch_course_code=08&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_t","20240605114500","20240605114500","J4034","서부여성발전센터","양천구 ","37.5342318","126.829963"
"lc1","ASP00001","ASP00001J403420240110380","오프라인","바리스타 실전","202406030900","202407201330","20240711","20240918","","13","https://seobu.seoulwomanup.or.kr/seobu/edu/selectRealEduProgram.do?sch_class_code=C100142928&returnUrl=%2Fseobu%2Fedu%2FselectPageListRealEduProgram.do&edust=&sch_course_code=07&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_t","20240605114500","20240605114500","J4034","서부여성발전센터","양천구 ","37.5342318","126.829963"
"lc1","ASP00001","ASP00001J403420240110381","오프라인","카페메뉴 실무","202406030900","202407201330","20240712","20240919","","13","https://seobu.seoulwomanup.or.kr/seobu/edu/selectRealEduProgram.do?sch_class_code=C100142929&returnUrl=%2Fseobu%2Fedu%2FselectPageListRealEduProgram.do&edust=&sch_course_code=07&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_t","20240605114500","20240605114500","J4034","서부여성발전센터","양천구 ","37.5342318","126.829963"
"lc1","ASP00001","ASP00001J403420240110382","오프라인","카페 창업","202406030900","202407201330","20240708","20240915","","13","https://seobu.seoulwomanup.or.kr/seobu/edu/selectRealEduProgram.do?sch_class_code=C100142930&returnUrl=%2Fseobu%2Fedu%2FselectPageListRealEduProgram.do&edust=&sch_course_code=07&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_t","20240605114500","20240605114500","J4034","서부여성발전센터","양천구 ","37.5342318","126.829963"
"lc1","ASP00001","ASP00001J403420240110383","오프라인","제과기능사(오전)","202406030900","202407201330","20240709","20240916","","20","https://seobu.seoulwomanup.or.kr/seobu/edu/selectRealEduProgram.do?sch_class_code=C100142862&returnUrl=%2Fseobu%2Fedu%2FselectPageListRealEduProgram.do&edust=&sch_course_code=07&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_t","20240605114500","20240605114500","J4034","서부여성발전센터","양천구 ","37.5342318","126.829963"
"lc1","ASP00001","ASP00001J403420240110384","오프라인","제과기능사(야간)","202406030900","202407201330","20240708","20240915","","20","https://seobu.seoulwomanup.or.kr/seobu/edu/selectRealEduProgram.do?sch_class_code=C100142863&returnUrl=%2Fseobu%2Fedu%2FselectPageListRealEduProgram.do&edust=&sch_course_code=07&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_t","20240605114500","20240605114500","J4034","서부여성발전센터","양천구 ","37.5342318","126.829963"
"lc1","ASP00001","ASP00001J403420240110385","오프라인","쉽게 만드는 레터링 케익","202406030900","202407161800","20240710","20240813","","25","https://seobu.seoulwomanup.or.kr/seobu/edu/selectRealEduProgram.do?sch_class_code=C100142819&returnUrl=%2Fseobu%2Fedu%2FselectPageListRealEduProgram.do&edust=&sch_course_code=07&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_t","20240605114500","20240605114500","J4034","서부여성발전센터","양천구 ","37.5342318","126.829963"
"lc1","ASP00001","ASP00001J403420240110386","오프라인","제과기능장에게 배우는 카페베이커리","202406030900","202408201800","20240814","20240917","","25","https://seobu.seoulwomanup.or.kr/seobu/edu/selectRealEduProgram.do?sch_class_code=C100142868&returnUrl=%2Fseobu%2Fedu%2FselectPageListRealEduProgram.do&edust=&sch_course_code=07&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_t","20240605114500","20240605114500","J4034","서부여성발전센터","양천구 ","37.5342318","126.829963"
"lc1","ASP00001","ASP00001J403420240110387","오프라인","(퇴근 후 즐기는)소확행 베이킹","202406030900","202407091800","20240709","20240805","","20","https://seobu.seoulwomanup.or.kr/seobu/edu/selectRealEduProgram.do?sch_class_code=C100142870&returnUrl=%2Fseobu%2Fedu%2FselectPageListRealEduProgram.do&edust=&sch_course_code=07&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_t","20240605114500","20240605114500","J4034","서부여성발전센터","양천구 ","37.5342318","126.829963"
